Substrates ['DL-threo-beta-phenylserine', 'NAD+'],Products ['DL-2-amino-3-phenyl-3-oxopropionate', 'NADH']
Aronson,0
R.L.,0
Su,0
M.R.,0
Biol.,0
106,0
1976,0
27,0
59,0
6,0
P.A.,0
Craig,0
E.E.,0
Dekker,0
Biochemistry,0
25,0
1986,0
1870,0
1876,0
7,0
P.A.,0
Craig,0
E.E.,0
Dekker,0
Biochim.,0
Biophys.,0
Acta,0
957,0
1988,0
222,0
229,0
8,0
P.A.,0
Craig,0
E.E.,0
Dekker,0
Biochim.,0
Biophys.,0
Acta,0
1037,0
1990,0
30,0
38,0
9,0
A.R.,0
Johnson,0
E.E.,0
Dekker,0
Protein,0
Sci.,0
5,0
1996,0
382,0
390,0
10,0
Y.-W.,0
Piperno,0
D.L.,0
Oxender,0
J.,0
Biol.,0
Chem.,0
243,0
1968,0
5914,0
5920,0
29,0
J.P.,0
Regular,0
Article,0
Investigation,0
of,0
a,0
Catalytic,0
Zinc,0
Binding,0
Site,0
inEscherichia,0
coli,2
l-Threonine,0
Dehydrogenase,0
by,0
Site-Directed,0
Mutagenesis,0
of,0
Cysteine-38,0
Adam,0
R.,0
Johnson,0
2,0
Yen-Wen,0
Chen,0
3,0
Eugene,0
E.,0
Dekker,0
4,0
Department,0
of,0
Biological,0
Chemistry,0
University,0
of,0
Michigan,0
Ann,0
Arbor,0
Michigan,0
48109,0
2,0
Current,0
address:,0
Department,0
of,0
Biochemistry,0
Parke-Davis,0
Pharmaceutical,0
Research,0
Division,0
Warner-Lambert,0
Co.,0
Ann,0
Arbor,0
MI,0
48105.,0
Somerville,0
B.R.,0
Without,0
added,0
Zn2+,0
mutant,0
C38D,0
is,0
equally,0
active,0
with,0
threonine,0
and,0
2-amino-3-hydroxypentanoate,0
but,0
Zn2+-activated,0
mutant,0
C38D,0
is,0
10-fold,0
more,0
reactive,0
with,0
threonine,0
than,0
with,0
2-amino-3-hydroxypentanoate.,0
Chen,0
E.E.,0
Dekker,0
J.E.,0
Biochem.,0
Biophys.,0
316,0
1995,0
413,0
420,0
28,0
J.R.,0
Ganzhorn,0
B.V.,0
Plapp,0
J.,0
Biol.,0
Chem.,0
263,0
1988,0
5446,0
5454,0
31,0
E.,0
Magonet,0
P.,0
Hayen,0
D.,0
Delforge,0
E.,0
Delaive,0
J.,0
Remacle,0
Biochem.,0
J.,0
Pringle,0
M.,0
Osborn,0
Methods,0
Enzymol.,0
26,0
1972,0
3,0
27,0
27,0
J.P.,0
Gibson,0
G.F.,0
Mutants,0
C38S,0
and,0
C38D,0
were,0
purified,0
to,0
homogeneity,0
and,0
found,0
to,0
be,0
like,0
the,0
wild-type,0
enzyme,0
homotetrameric,0
proteins,0
containing,0
one,0
Zn2+atom,0
per,0
subunit.,0
Penner-Hahn,0
Inorg.,0
Chim.,0
Acta,0
275–276,0
1998,0
215,0
221,0
5,0
H.,0
Eklund,0
B.,0
Nordström,0
E.,0
Zeppezauer,0
G.,0
Söderlund,0
I.,0
Ohlsson,0
T.,0
Boiwe,0
B.-O.,0
Ye,0
X.-C.,0
E.,0
Dekker,0
(1996)Protein,0
Sci.,0
382–390].,0
Kraft,0
J.,0
Tardiff,0
K.S.,0
Krauter,0
L.A.,0
Zakour,0
Methods,0
Enzymol.,0
154,0
1987,0
367,0
382,0
23,0
T.-Z.,0
Keywords,0
threonine,0
dehydrogenase,0
site-directed,0
mutagenesis,0
protein,0
isolation,0
and,0
purification,0
zinc,0
enzyme,0
enzyme,0
active,0
site,0
metal,0
ion,0
activation,0
References,0
REFERENCES,0
1,0
B.D.,0
155,0
1983,0
586,0
592,0
25,0
S.A.,0
Boylan,0
E.E.,0
Dekker,0
J.,0
Biol.,0
Chem.,0
256,0
1981,0
1809,0
1815,0
26,0
K.,0
Weber,0
J.R.,0
Fax:,0
(734),0
763-4581.,0
After,0
it,0
was,0
incubated,0
with,0
1,0
mM,0
Zn2+and,0
then,0
assayed,0
in,0
